mean_AcX 1,mean_AcX 2,mean_AcX 3,mean_AcY 1,mean_AcY 2,mean_AcY 3,mean_AcZ 1,mean_AcZ 2,mean_AcZ 3,mean_GyX 1,mean_GyX 2,mean_GyX 3,mean_GyY 1,mean_GyY 2,mean_GyY 3,mean_GyZ 1,mean_GyZ 2,mean_GyZ 3,std_AcX 1,std_AcX 2,std_AcX 3,std_AcY 1,std_AcY 2,std_AcY 3,std_AcZ 1,std_AcZ 2,std_AcZ 3,std_GyX 1,std_GyX 2,std_GyX 3,std_GyY 1,std_GyY 2,std_GyY 3,std_GyZ 1,std_GyZ 2,std_GyZ 3,activity
6587.272727272727,6159.090909090909,-1694.5454545454545,5179.145454545454,-4177.345454545454,-768.1454545454545,3678.0545454545454,1358.2545454545455,7318.072727272727,-10.39090909090909,-363.03636363636366,-113.60909090909091,-531.0909090909091,229.94545454545454,10.954545454545455,-129.26363636363635,144.3181818181818,27.663636363636364,4714.586477401021,3780.354448378075,639.042517241987,4373.939862903641,5091.456745348235,997.3407080501048,4051.3230742030732,4555.4746932302405,846.6939310592476,2646.2354292825285,2874.6010282132997,481.2091228534174,4234.153528254075,2834.342215933847,355.83804759427073,3991.1015560238347,3110.968913470289,721.2478867436851,1.0
6729.654545454546,4500.381818181818,-1514.7454545454545,5444.036363636364,-4705.945454545455,-1056.8363636363636,4508.127272727273,2147.2909090909093,7367.945454545455,254.3,11.136363636363637,-118.31818181818181,-637.290909090909,33.8,-9.963636363636363,265.57272727272726,-839.1181818181818,58.54545454545455,4728.132876606048,4167.00080935005,806.7464560179491,5044.796829726956,5858.327620244168,1188.3244546784256,4681.299409952309,5239.059426939942,1049.7252786615923,2607.015135953551,3078.2702565424715,570.9896819927212,5007.353471455674,3408.8518802990225,385.86591941838424,4905.301192604312,4376.742665357461,856.0153634598734,1.0
5708.818181818182,4441.4,-774.8909090909091,5404.472727272727,-5953.290909090909,-1128.0363636363636,2510.3818181818183,1979.3454545454545,7321.963636363636,580.8272727272728,-415.4727272727273,23.181818181818183,22.527272727272727,330.73636363636365,-231.25454545454545,-655.2545454545455,491.1181818181818,-60.40909090909091,3494.226857343196,3066.4231523211047,1062.2245126958333,4116.478671055665,4770.246470372279,1106.3599934204613,4222.428181168267,4338.373923354577,956.7346352641621,2279.021918834684,2292.733048367032,453.5104926483495,4045.2877225664806,2845.120156201341,538.3492687898922,4351.686754344099,4166.715361554576,768.2188880243413,1.0
5113.836363636364,4639.745454545455,-506.8363636363636,5413.2,-6300.509090909091,-1156.1090909090908,977.0181818181818,960.8181818181819,7310.636363636364,112.26363636363637,-234.95454545454547,129.04545454545453,467.9909090909091,284.8545454545455,31.827272727272728,-1079.2181818181818,705.2636363636364,-8.618181818181819,4466.7437815019985,3761.455058004605,1040.8299269618951,4048.87083877603,5940.858697873496,1156.18434630669,2946.8185710319044,3549.3704363189363,926.3121379208543,2307.9213618132762,2363.834828818182,552.3992361650245,3088.2391378655625,2395.5986339966494,742.3930086256189,3482.752191173521,3771.1079844650258,706.5755313394338,1.0
6320.0,5325.027272727273,-1061.9636363636364,5786.527272727273,-5860.345454545454,-1224.490909090909,2873.8545454545456,1104.3272727272727,7344.309090909091,-487.42727272727274,24.654545454545456,-76.22727272727273,5.881818181818182,236.43636363636364,282.3363636363636,170.96363636363637,-110.33636363636364,113.27272727272727,5372.26390064578,5470.125104866667,936.9745114149704,5605.8836408465295,6866.276438886408,1147.3121850295827,4486.552721666995,4566.611144759099,1000.250957105307,2405.59135220462,2864.0725404613613,678.8863562561439,3828.915238578006,2889.9796366922496,517.6311827980988,4469.26467396488,3984.7380894363637,764.6700644317239,1.0
7049.672727272728,5503.227272727273,-1385.4545454545455,6090.563636363637,-5694.890909090909,-1329.0727272727272,3959.2909090909093,988.6727272727272,7303.709090909091,157.4090909090909,-146.71818181818182,-161.78181818181818,-759.2272727272727,87.34545454545454,-31.10909090909091,388.8363636363636,34.36363636363637,37.3,4225.826770336494,5014.3068181483395,848.1444520659484,6078.940596290042,5903.0992635540115,1149.9620128831993,4800.444779289547,4581.952099089111,933.2591508496599,2459.3258658548702,2661.2734037804944,576.0036834133834,4734.71278702519,2713.2953578338966,409.80774528938997,5413.25464783563,4299.714744718586,800.2697675840886,1.0
6121.509090909091,5320.345454545454,-1154.8363636363636,5334.8,-6525.763636363637,-1324.8909090909092,3083.2727272727275,1118.7818181818182,7169.290909090909,12.263636363636364,-425.04545454545456,31.2,-20.01818181818182,98.6,-29.563636363636363,-688.0090909090909,247.02727272727273,-53.07272727272727,3647.090578294017,3670.5700311243795,961.5482735224736,4992.519787915444,5960.688353975835,1369.6840667265676,4131.139686265524,4044.352372881603,838.1869865744815,2199.5302005708263,2481.046173716987,566.1454808214452,4252.627234977152,2211.976250077991,573.8728640842251,5362.303145775151,4330.697175574497,709.593324108841,1.0
6210.309090909091,4902.727272727273,-1034.3636363636363,5940.145454545454,-7189.418181818181,-1295.7636363636364,3367.4727272727273,910.3272727272728,7268.0,-197.61818181818182,-298.1090909090909,-63.481818181818184,-552.4,-88.60909090909091,33.08181818181818,127.45454545454545,140.3181818181818,19.37272727272727,3150.853012195715,3461.901208897402,1087.7262751201595,4499.52487761736,5146.311239186617,1634.2580353023857,3743.63014565248,3657.8476286896844,1149.6136584245874,1908.9649264924994,2132.7676741116306,615.6522886975345,3856.221325692713,1959.709190371481,634.6888590886401,5482.964910663777,4248.112665283508,659.3408948486621,1.0
6687.054545454545,4406.945454545455,-1168.9818181818182,6117.8,-5939.127272727273,-1321.5272727272727,3467.5454545454545,500.8909090909091,7355.545454545455,256.2,52.518181818181816,0.8818181818181818,-293.1909090909091,-167.8,73.14545454545454,362.1818181818182,-435.40909090909093,77.88181818181818,3257.8981479597146,3500.124088284361,1182.5982410224624,4226.451621094764,5036.516960449211,1815.2477001479883,3370.569961611196,3122.78908653919,1715.5276031078006,2454.4146600842246,1928.8717980482234,704.0576775419646,4326.179846418052,1895.3255935206869,614.5070727659194,5600.612057756511,4778.014416994602,771.2632463199366,1.0
6015.890909090909,5046.309090909091,-1159.7272727272727,5224.163636363636,-6493.727272727273,-1171.0363636363636,2918.581818181818,1099.4727272727273,7281.436363636363,100.2090909090909,-162.7,93.16363636363636,735.2636363636364,58.79090909090909,-3.909090909090909,-986.6363636363636,349.8727272727273,145.1,3729.1846229082757,3392.1757264340335,1314.6659299753749,4373.380777815784,5254.4987234474365,2079.748564030464,3547.8462644304445,3069.4992861113387,1883.9044201159013,3277.4982424111636,2269.0553723360895,728.4578920540763,4565.965849586129,1605.6629165972345,688.9778271330595,5810.375157231123,4719.843799628601,1237.2379425008094,1.0
